Product_ID,Product_Name,Category,Brand,Description,Price_INR,Weight,Flavor,Color,Image_Path,AI_Image_Prompt
206,FreshRoots Khakhra,Snacks,FreshRoots,Premium khakhra for Indian households.,1394,1L,classic,green,images/206.png,"Photorealistic Khakhra, fictional brand 'FreshRoots', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
207,Swaad Plus Cookies,Snacks,Swaad Plus,Premium cookies for Indian households.,933,200g,herbal,orange,images/207.png,"Photorealistic Cookies, fictional brand 'Swaad Plus', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
208,Desi Basket Keyboard,Electronics,Desi Basket,Premium keyboard for Indian households.,926,1kg,plain,green,images/208.png,"Photorealistic Keyboard, fictional brand 'Desi Basket', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
209,FreshRoots Wheat Flour 5kg,Grocery,FreshRoots,Premium wheat flour 5kg for Indian households.,763,100g,masala,yellow,images/209.png,"Photorealistic Wheat Flour 5kg, fictional brand 'FreshRoots', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
210,Griha Essentials Pressure Cooker 3L,Kitchen,Griha Essentials,Premium pressure cooker 3l for Indian households.,1382,1L,natural,orange,images/210.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Griha Essentials', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
211,Desi Basket Bluetooth Speaker,Electronics,Desi Basket,Premium bluetooth speaker for Indian households.,756,1kg,classic,brown,images/211.png,"Photorealistic Bluetooth Speaker, fictional brand 'Desi Basket', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
212,FreshRoots LED Bulb 9W,Electronics,FreshRoots,Premium led bulb 9w for Indian households.,196,100g,natural,red,images/212.png,"Photorealistic LED Bulb 9W, fictional brand 'FreshRoots', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
213,Desi Basket Mixer Grinder,Kitchen,Desi Basket,Premium mixer grinder for Indian households.,1059,1L,herbal,green,images/213.png,"Photorealistic Mixer Grinder, fictional brand 'Desi Basket', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
214,Desi Basket Masala Mixture,Snacks,Desi Basket,Premium masala mixture for Indian households.,80,1kg,vanilla,white,images/214.png,"Photorealistic Masala Mixture, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
215,Swaad Plus Bluetooth Speaker,Electronics,Swaad Plus,Premium bluetooth speaker for Indian households.,1379,1L,herbal,orange,images/215.png,"Photorealistic Bluetooth Speaker, fictional brand 'Swaad Plus', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
216,Arogya Life Power Bank,Electronics,Arogya Life,Premium power bank for Indian households.,749,500g,mint,brown,images/216.png,"Photorealistic Power Bank, fictional brand 'Arogya Life', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
217,Daily Harvest Curd 500g,Dairy,Daily Harvest,Premium curd 500g for Indian households.,364,500g,spicy,black,images/217.png,"Photorealistic Curd 500g, fictional brand 'Daily Harvest', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
218,Swaad Plus Fry Pan,Kitchen,Swaad Plus,Premium fry pan for Indian households.,1197,250ml,herbal,blue,images/218.png,"Photorealistic Fry Pan, fictional brand 'Swaad Plus', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
219,Griha Essentials Toothpaste,Personal Care,Griha Essentials,Premium toothpaste for Indian households.,887,1L,natural,red,images/219.png,"Photorealistic Toothpaste, fictional brand 'Griha Essentials', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
220,Annapurna Foods Cookies,Snacks,Annapurna Foods,Premium cookies for Indian households.,978,2kg,spicy,red,images/220.png,"Photorealistic Cookies, fictional brand 'Annapurna Foods', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
221,Arogya Life Ghee 1L,Dairy,Arogya Life,Premium ghee 1l for Indian households.,531,1kg,plain,blue,images/221.png,"Photorealistic Ghee 1L, fictional brand 'Arogya Life', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
222,PureHarvest India Lunch Box,Kitchen,PureHarvest India,Premium lunch box for Indian households.,221,500ml,plain,yellow,images/222.png,"Photorealistic Lunch Box, fictional brand 'PureHarvest India', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
223,PureHarvest India Wheat Flour 5kg,Grocery,PureHarvest India,Premium wheat flour 5kg for Indian households.,1454,200g,herbal,orange,images/223.png,"Photorealistic Wheat Flour 5kg, fictional brand 'PureHarvest India', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
224,PureHarvest India Power Bank,Electronics,PureHarvest India,Premium power bank for Indian households.,547,100g,herbal,yellow,images/224.png,"Photorealistic Power Bank, fictional brand 'PureHarvest India', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
225,Swaad Plus Jaggery 500g,Grocery,Swaad Plus,Premium jaggery 500g for Indian households.,335,500g,vanilla,yellow,images/225.png,"Photorealistic Jaggery 500g, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
226,PureHarvest India Jaggery 500g,Grocery,PureHarvest India,Premium jaggery 500g for Indian households.,634,200g,classic,black,images/226.png,"Photorealistic Jaggery 500g, fictional brand 'PureHarvest India', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
227,Arogya Life Khakhra,Snacks,Arogya Life,Premium khakhra for Indian households.,319,100g,mint,white,images/227.png,"Photorealistic Khakhra, fictional brand 'Arogya Life', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
228,Arogya Life Lunch Box,Kitchen,Arogya Life,Premium lunch box for Indian households.,1058,200g,masala,yellow,images/228.png,"Photorealistic Lunch Box, fictional brand 'Arogya Life', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
229,Arogya Life Coffee 200g,Grocery,Arogya Life,Premium coffee 200g for Indian households.,1269,250ml,vanilla,green,images/229.png,"Photorealistic Coffee 200g, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
230,Arogya Life Keyboard,Electronics,Arogya Life,Premium keyboard for Indian households.,1125,250ml,masala,white,images/230.png,"Photorealistic Keyboard, fictional brand 'Arogya Life', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
231,Annapurna Foods Bhujia,Snacks,Annapurna Foods,Premium bhujia for Indian households.,1031,200g,plain,red,images/231.png,"Photorealistic Bhujia, fictional brand 'Annapurna Foods', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
232,Namma Choice Mixer Grinder,Kitchen,Namma Choice,Premium mixer grinder for Indian households.,189,2kg,mint,brown,images/232.png,"Photorealistic Mixer Grinder, fictional brand 'Namma Choice', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
233,Bharat Fresh LED Bulb 9W,Electronics,Bharat Fresh,Premium led bulb 9w for Indian households.,635,1L,classic,green,images/233.png,"Photorealistic LED Bulb 9W, fictional brand 'Bharat Fresh', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
234,Swaad Plus Tea 500g,Grocery,Swaad Plus,Premium tea 500g for Indian households.,591,100g,mint,black,images/234.png,"Photorealistic Tea 500g, fictional brand 'Swaad Plus', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
235,Bharat Fresh Keyboard,Electronics,Bharat Fresh,Premium keyboard for Indian households.,244,250ml,natural,white,images/235.png,"Photorealistic Keyboard, fictional brand 'Bharat Fresh', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
236,Desi Basket Sugar 1kg,Grocery,Desi Basket,Premium sugar 1kg for Indian households.,971,200g,spicy,yellow,images/236.png,"Photorealistic Sugar 1kg, fictional brand 'Desi Basket', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
237,Griha Essentials Ghee 1L,Dairy,Griha Essentials,Premium ghee 1l for Indian households.,1463,200g,mint,green,images/237.png,"Photorealistic Ghee 1L, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
238,PureHarvest India LED Bulb 9W,Electronics,PureHarvest India,Premium led bulb 9w for Indian households.,1150,500ml,mint,orange,images/238.png,"Photorealistic LED Bulb 9W, fictional brand 'PureHarvest India', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
239,Namma Choice Cheese 200g,Dairy,Namma Choice,Premium cheese 200g for Indian households.,782,1kg,classic,black,images/239.png,"Photorealistic Cheese 200g, fictional brand 'Namma Choice', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
240,Annapurna Foods Bluetooth Speaker,Electronics,Annapurna Foods,Premium bluetooth speaker for Indian households.,381,500g,herbal,blue,images/240.png,"Photorealistic Bluetooth Speaker, fictional brand 'Annapurna Foods', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
241,PureHarvest India Pressure Cooker 3L,Kitchen,PureHarvest India,Premium pressure cooker 3l for Indian households.,1001,2kg,natural,white,images/241.png,"Photorealistic Pressure Cooker 3L, fictional brand 'PureHarvest India', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
242,Desi Basket Power Bank,Electronics,Desi Basket,Premium power bank for Indian households.,348,100g,herbal,blue,images/242.png,"Photorealistic Power Bank, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
243,Griha Essentials Toor Dal 1kg,Grocery,Griha Essentials,Premium toor dal 1kg for Indian households.,556,100g,mint,orange,images/243.png,"Photorealistic Toor Dal 1kg, fictional brand 'Griha Essentials', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
244,Bharat Fresh Paneer 200g,Dairy,Bharat Fresh,Premium paneer 200g for Indian households.,666,100g,herbal,orange,images/244.png,"Photorealistic Paneer 200g, fictional brand 'Bharat Fresh', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
245,PureHarvest India Rice 5kg,Grocery,PureHarvest India,Premium rice 5kg for Indian households.,980,200g,spicy,blue,images/245.png,"Photorealistic Rice 5kg, fictional brand 'PureHarvest India', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
246,Bharat Fresh Curd 500g,Dairy,Bharat Fresh,Premium curd 500g for Indian households.,633,1L,mint,brown,images/246.png,"Photorealistic Curd 500g, fictional brand 'Bharat Fresh', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
247,FreshRoots Curd 500g,Dairy,FreshRoots,Premium curd 500g for Indian households.,225,250ml,vanilla,black,images/247.png,"Photorealistic Curd 500g, fictional brand 'FreshRoots', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
248,Griha Essentials Bhujia,Snacks,Griha Essentials,Premium bhujia for Indian households.,1402,2kg,herbal,green,images/248.png,"Photorealistic Bhujia, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
249,Griha Essentials Cookies,Snacks,Griha Essentials,Premium cookies for Indian households.,946,100g,vanilla,black,images/249.png,"Photorealistic Cookies, fictional brand 'Griha Essentials', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
250,FreshRoots Bluetooth Speaker,Electronics,FreshRoots,Premium bluetooth speaker for Indian households.,839,100g,masala,white,images/250.png,"Photorealistic Bluetooth Speaker, fictional brand 'FreshRoots', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
251,Namma Choice Hair Oil,Personal Care,Namma Choice,Premium hair oil for Indian households.,314,2kg,classic,black,images/251.png,"Photorealistic Hair Oil, fictional brand 'Namma Choice', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
252,Daily Harvest Keyboard,Electronics,Daily Harvest,Premium keyboard for Indian households.,422,500g,plain,green,images/252.png,"Photorealistic Keyboard, fictional brand 'Daily Harvest', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
253,Arogya Life Mixer Grinder,Kitchen,Arogya Life,Premium mixer grinder for Indian households.,852,1kg,plain,red,images/253.png,"Photorealistic Mixer Grinder, fictional brand 'Arogya Life', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
254,Arogya Life Water Bottle,Kitchen,Arogya Life,Premium water bottle for Indian households.,770,500g,plain,green,images/254.png,"Photorealistic Water Bottle, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
255,Griha Essentials Potato Chips,Snacks,Griha Essentials,Premium potato chips for Indian households.,692,250ml,classic,red,images/255.png,"Photorealistic Potato Chips, fictional brand 'Griha Essentials', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
256,Bharat Fresh Milk 1L,Dairy,Bharat Fresh,Premium milk 1l for Indian households.,419,100g,masala,white,images/256.png,"Photorealistic Milk 1L, fictional brand 'Bharat Fresh', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
257,Bharat Fresh Mixer Grinder,Kitchen,Bharat Fresh,Premium mixer grinder for Indian households.,1188,200g,classic,black,images/257.png,"Photorealistic Mixer Grinder, fictional brand 'Bharat Fresh', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
258,Annapurna Foods Mixer Grinder,Kitchen,Annapurna Foods,Premium mixer grinder for Indian households.,1079,250ml,spicy,blue,images/258.png,"Photorealistic Mixer Grinder, fictional brand 'Annapurna Foods', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
259,Namma Choice Keyboard,Electronics,Namma Choice,Premium keyboard for Indian households.,543,500ml,masala,orange,images/259.png,"Photorealistic Keyboard, fictional brand 'Namma Choice', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
260,Swaad Plus Water Bottle,Kitchen,Swaad Plus,Premium water bottle for Indian households.,824,1kg,vanilla,white,images/260.png,"Photorealistic Water Bottle, fictional brand 'Swaad Plus', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
261,FreshRoots Power Bank,Electronics,FreshRoots,Premium power bank for Indian households.,632,500g,classic,red,images/261.png,"Photorealistic Power Bank, fictional brand 'FreshRoots', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
262,Namma Choice Tea 500g,Grocery,Namma Choice,Premium tea 500g for Indian households.,359,500g,natural,brown,images/262.png,"Photorealistic Tea 500g, fictional brand 'Namma Choice', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
263,PureHarvest India Curd 500g,Dairy,PureHarvest India,Premium curd 500g for Indian households.,1335,500g,herbal,blue,images/263.png,"Photorealistic Curd 500g, fictional brand 'PureHarvest India', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
264,Annapurna Foods Fry Pan,Kitchen,Annapurna Foods,Premium fry pan for Indian households.,117,2kg,spicy,yellow,images/264.png,"Photorealistic Fry Pan, fictional brand 'Annapurna Foods', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
265,Daily Harvest Water Bottle,Kitchen,Daily Harvest,Premium water bottle for Indian households.,293,1L,vanilla,blue,images/265.png,"Photorealistic Water Bottle, fictional brand 'Daily Harvest', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
266,Desi Basket Cookies,Snacks,Desi Basket,Premium cookies for Indian households.,1168,1L,masala,red,images/266.png,"Photorealistic Cookies, fictional brand 'Desi Basket', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
267,Daily Harvest Khakhra,Snacks,Daily Harvest,Premium khakhra for Indian households.,1447,250ml,herbal,green,images/267.png,"Photorealistic Khakhra, fictional brand 'Daily Harvest', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
268,PureHarvest India Keyboard,Electronics,PureHarvest India,Premium keyboard for Indian households.,410,1kg,masala,white,images/268.png,"Photorealistic Keyboard, fictional brand 'PureHarvest India', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
269,Swaad Plus Masala Mixture,Snacks,Swaad Plus,Premium masala mixture for Indian households.,1326,250ml,plain,green,images/269.png,"Photorealistic Masala Mixture, fictional brand 'Swaad Plus', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
270,FreshRoots Butter 500g,Dairy,FreshRoots,Premium butter 500g for Indian households.,969,500g,classic,green,images/270.png,"Photorealistic Butter 500g, fictional brand 'FreshRoots', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
271,FreshRoots Butter 500g,Dairy,FreshRoots,Premium butter 500g for Indian households.,203,200g,vanilla,brown,images/271.png,"Photorealistic Butter 500g, fictional brand 'FreshRoots', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
272,Griha Essentials Pressure Cooker 3L,Kitchen,Griha Essentials,Premium pressure cooker 3l for Indian households.,625,250ml,natural,white,images/272.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Griha Essentials', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
273,Swaad Plus Butter 500g,Dairy,Swaad Plus,Premium butter 500g for Indian households.,1395,500ml,spicy,orange,images/273.png,"Photorealistic Butter 500g, fictional brand 'Swaad Plus', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
274,Desi Basket Hair Oil,Personal Care,Desi Basket,Premium hair oil for Indian households.,713,500g,plain,black,images/274.png,"Photorealistic Hair Oil, fictional brand 'Desi Basket', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
275,FreshRoots Khakhra,Snacks,FreshRoots,Premium khakhra for Indian households.,767,100g,natural,brown,images/275.png,"Photorealistic Khakhra, fictional brand 'FreshRoots', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
276,Annapurna Foods Fry Pan,Kitchen,Annapurna Foods,Premium fry pan for Indian households.,701,2kg,vanilla,orange,images/276.png,"Photorealistic Fry Pan, fictional brand 'Annapurna Foods', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
277,PureHarvest India Toor Dal 1kg,Grocery,PureHarvest India,Premium toor dal 1kg for Indian households.,1234,2kg,herbal,brown,images/277.png,"Photorealistic Toor Dal 1kg, fictional brand 'PureHarvest India', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
278,Arogya Life Tea 500g,Grocery,Arogya Life,Premium tea 500g for Indian households.,754,500ml,vanilla,orange,images/278.png,"Photorealistic Tea 500g, fictional brand 'Arogya Life', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
279,Arogya Life Popcorn,Snacks,Arogya Life,Premium popcorn for Indian households.,951,500ml,vanilla,red,images/279.png,"Photorealistic Popcorn, fictional brand 'Arogya Life', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
280,Swaad Plus Wheat Flour 5kg,Grocery,Swaad Plus,Premium wheat flour 5kg for Indian households.,785,250ml,vanilla,green,images/280.png,"Photorealistic Wheat Flour 5kg, fictional brand 'Swaad Plus', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
281,FreshRoots Lunch Box,Kitchen,FreshRoots,Premium lunch box for Indian households.,1227,1kg,mint,black,images/281.png,"Photorealistic Lunch Box, fictional brand 'FreshRoots', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
282,Daily Harvest Popcorn,Snacks,Daily Harvest,Premium popcorn for Indian households.,663,1L,herbal,red,images/282.png,"Photorealistic Popcorn, fictional brand 'Daily Harvest', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
283,FreshRoots Rice 5kg,Grocery,FreshRoots,Premium rice 5kg for Indian households.,1321,2kg,plain,green,images/283.png,"Photorealistic Rice 5kg, fictional brand 'FreshRoots', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
284,PureHarvest India Potato Chips,Snacks,PureHarvest India,Premium potato chips for Indian households.,378,1kg,natural,white,images/284.png,"Photorealistic Potato Chips, fictional brand 'PureHarvest India', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
285,Bharat Fresh Pressure Cooker 3L,Kitchen,Bharat Fresh,Premium pressure cooker 3l for Indian households.,1090,250ml,spicy,black,images/285.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Bharat Fresh', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
286,Griha Essentials Sugar 1kg,Grocery,Griha Essentials,Premium sugar 1kg for Indian households.,136,200g,spicy,green,images/286.png,"Photorealistic Sugar 1kg, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
287,Swaad Plus Toor Dal 1kg,Grocery,Swaad Plus,Premium toor dal 1kg for Indian households.,1371,1kg,vanilla,yellow,images/287.png,"Photorealistic Toor Dal 1kg, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
288,Arogya Life Water Bottle,Kitchen,Arogya Life,Premium water bottle for Indian households.,1077,1kg,herbal,green,images/288.png,"Photorealistic Water Bottle, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
289,Swaad Plus Body Lotion,Personal Care,Swaad Plus,Premium body lotion for Indian households.,282,200g,spicy,yellow,images/289.png,"Photorealistic Body Lotion, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
290,Desi Basket USB Cable,Electronics,Desi Basket,Premium usb cable for Indian households.,315,500g,plain,green,images/290.png,"Photorealistic USB Cable, fictional brand 'Desi Basket', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
291,Swaad Plus Salt 1kg,Grocery,Swaad Plus,Premium salt 1kg for Indian households.,1262,100g,masala,green,images/291.png,"Photorealistic Salt 1kg, fictional brand 'Swaad Plus', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
292,Bharat Fresh Soap,Personal Care,Bharat Fresh,Premium soap for Indian households.,1167,500g,herbal,orange,images/292.png,"Photorealistic Soap, fictional brand 'Bharat Fresh', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
293,Annapurna Foods Fry Pan,Kitchen,Annapurna Foods,Premium fry pan for Indian households.,506,250ml,herbal,brown,images/293.png,"Photorealistic Fry Pan, fictional brand 'Annapurna Foods', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
294,Desi Basket Milk 1L,Dairy,Desi Basket,Premium milk 1l for Indian households.,265,500g,natural,blue,images/294.png,"Photorealistic Milk 1L, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
295,Annapurna Foods Ghee 1L,Dairy,Annapurna Foods,Premium ghee 1l for Indian households.,879,500ml,natural,red,images/295.png,"Photorealistic Ghee 1L, fictional brand 'Annapurna Foods', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
296,Bharat Fresh Lunch Box,Kitchen,Bharat Fresh,Premium lunch box for Indian households.,462,250ml,vanilla,blue,images/296.png,"Photorealistic Lunch Box, fictional brand 'Bharat Fresh', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
297,FreshRoots Lunch Box,Kitchen,FreshRoots,Premium lunch box for Indian households.,838,200g,classic,red,images/297.png,"Photorealistic Lunch Box, fictional brand 'FreshRoots', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
298,Annapurna Foods Wheat Flour 5kg,Grocery,Annapurna Foods,Premium wheat flour 5kg for Indian households.,1218,2kg,spicy,white,images/298.png,"Photorealistic Wheat Flour 5kg, fictional brand 'Annapurna Foods', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
299,Bharat Fresh Water Bottle,Kitchen,Bharat Fresh,Premium water bottle for Indian households.,1410,1L,herbal,white,images/299.png,"Photorealistic Water Bottle, fictional brand 'Bharat Fresh', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
300,Bharat Fresh Keyboard,Electronics,Bharat Fresh,Premium keyboard for Indian households.,424,1L,spicy,orange,images/300.png,"Photorealistic Keyboard, fictional brand 'Bharat Fresh', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
301,Annapurna Foods Wheat Flour 5kg,Grocery,Annapurna Foods,Premium wheat flour 5kg for Indian households.,185,500g,masala,white,images/301.png,"Photorealistic Wheat Flour 5kg, fictional brand 'Annapurna Foods', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
302,Desi Basket Paneer 200g,Dairy,Desi Basket,Premium paneer 200g for Indian households.,91,500ml,natural,blue,images/302.png,"Photorealistic Paneer 200g, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
303,Annapurna Foods Ghee 1L,Dairy,Annapurna Foods,Premium ghee 1l for Indian households.,656,200g,vanilla,red,images/303.png,"Photorealistic Ghee 1L, fictional brand 'Annapurna Foods', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
304,Daily Harvest LED Bulb 9W,Electronics,Daily Harvest,Premium led bulb 9w for Indian households.,895,200g,spicy,orange,images/304.png,"Photorealistic LED Bulb 9W, fictional brand 'Daily Harvest', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
305,Swaad Plus Power Bank,Electronics,Swaad Plus,Premium power bank for Indian households.,1023,500ml,spicy,yellow,images/305.png,"Photorealistic Power Bank, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
306,Griha Essentials Toothpaste,Personal Care,Griha Essentials,Premium toothpaste for Indian households.,1247,500g,masala,green,images/306.png,"Photorealistic Toothpaste, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
307,Namma Choice Fry Pan,Kitchen,Namma Choice,Premium fry pan for Indian households.,380,2kg,vanilla,red,images/307.png,"Photorealistic Fry Pan, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
308,Swaad Plus Rice 5kg,Grocery,Swaad Plus,Premium rice 5kg for Indian households.,1352,200g,vanilla,blue,images/308.png,"Photorealistic Rice 5kg, fictional brand 'Swaad Plus', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
309,PureHarvest India Potato Chips,Snacks,PureHarvest India,Premium potato chips for Indian households.,560,1L,vanilla,green,images/309.png,"Photorealistic Potato Chips, fictional brand 'PureHarvest India', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
310,Bharat Fresh Bhujia,Snacks,Bharat Fresh,Premium bhujia for Indian households.,703,1L,vanilla,orange,images/310.png,"Photorealistic Bhujia, fictional brand 'Bharat Fresh', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
311,Annapurna Foods Bhujia,Snacks,Annapurna Foods,Premium bhujia for Indian households.,1275,500ml,vanilla,red,images/311.png,"Photorealistic Bhujia, fictional brand 'Annapurna Foods', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
312,FreshRoots Tea 500g,Grocery,FreshRoots,Premium tea 500g for Indian households.,651,250ml,spicy,orange,images/312.png,"Photorealistic Tea 500g, fictional brand 'FreshRoots', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
313,Daily Harvest Soap,Personal Care,Daily Harvest,Premium soap for Indian households.,400,500ml,plain,yellow,images/313.png,"Photorealistic Soap, fictional brand 'Daily Harvest', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
314,Desi Basket Paneer 200g,Dairy,Desi Basket,Premium paneer 200g for Indian households.,267,500g,masala,brown,images/314.png,"Photorealistic Paneer 200g, fictional brand 'Desi Basket', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
315,Arogya Life Butter 500g,Dairy,Arogya Life,Premium butter 500g for Indian households.,983,250ml,classic,blue,images/315.png,"Photorealistic Butter 500g, fictional brand 'Arogya Life', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
316,Bharat Fresh Toor Dal 1kg,Grocery,Bharat Fresh,Premium toor dal 1kg for Indian households.,1034,200g,mint,black,images/316.png,"Photorealistic Toor Dal 1kg, fictional brand 'Bharat Fresh', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
317,Arogya Life Keyboard,Electronics,Arogya Life,Premium keyboard for Indian households.,1292,500ml,spicy,blue,images/317.png,"Photorealistic Keyboard, fictional brand 'Arogya Life', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
318,Annapurna Foods Power Bank,Electronics,Annapurna Foods,Premium power bank for Indian households.,373,500ml,vanilla,green,images/318.png,"Photorealistic Power Bank, fictional brand 'Annapurna Foods', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
